Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2018/01/01 00:00:00;2018/12/31 23:59:59;ATMO GRAND EST;FR44ZAG02;ZAG METZ;FR01011;Metz-Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;12.0;12.45977011494255;µg-m3;91.0;100;91.0;R;1;49.119442;6.180833
2018/01/01 00:00:00;2018/12/31 23:59:59;ATMO GRAND EST;FR44ZAG02;ZAG METZ;FR01020;Thionville-Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;10.0;10.47986677386013;µg-m3;99.0;100;99.0;R;1;49.358337;6.156942
2018/01/01 00:00:00;2018/12/31 23:59:59;ATMO GRAND EST;FR44ZRE01;ZR GRAND-EST;FR01065;Belleville sur Meuse;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Moy. annuelle;12.0;12.249369029366624;µg-m3;97.0;100;97.0;R;1;49.16778;5.387461
2018/01/01 00:00:00;2018/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR02008;Port de Bouc Leque;Urbaine;PM2.5;Industrielle;Oui;mesures fixes;Moy. annuelle;12.0;11.638947983635592;µg-m3;98.0;100;98.0;R;1;43.401952;4.981919
2018/01/01 00:00:00;2018/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03006;MARSEILLE RABATAU;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Moy. annuelle;13.0;13.46281813975027;µg-m3;99.0;100;99.0;R;1;43.276451;5.39736
2018/01/01 00:00:00;2018/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03029;AIX CENTRE ECOLE ART;Urbaine;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;12.0;11.94388136384889;µg-m3;98.0;100;98.0;R;1;43.530285;5.440912
2018/01/01 00:00:00;2018/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03030;GARDANNE;Périurbaine;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;12.0;12.295968631295482;µg-m3;94.0;99;93.0;R;1;43.453584;5.466672
2018/01/01 00:00:00;2018/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03043;MARSEILLE 5 AVENUES;Urbaine;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;12.0;11.515624253999192;µg-m3;96.0;100;96.0;R;1;43.305287;5.394716
2018/01/01 00:00:00;2018/12/31 23:59:59;ATMO SUD;FR93ZAR01;ZAR FREJUS-DRAGUIGNAN;FR03070;ESTEREL;Périurbaine;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;13.0;12.817255771488593;µg-m3;88.0;100;88.0;R;1;43.437874;6.76839
2018/01/01 00:00:00;2018/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03071;TOULON CLARET;Urbaine;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;12.0;12.06044413601671;µg-m3;99.0;100;99.0;R;1;43.131113;5.924184
2018/01/01 00:00:00;2018/12/31 23:59:59;ATMO SUD;FR93ZAG04;ZAG AVIGNON;FR03080;AVIGNON   MAIRIE;Urbaine;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;12.0;11.716610602018674;µg-m3;98.0;100;98.0;R;1;43.949673;4.804341
2018/01/01 00:00:00;2018/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04002;GENNEVILLIERS;Urbaine;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;13.0;13.00064626265092;µg-m3;94.0;100;94.0;R;1;48.930319;2.29435
2018/01/01 00:00:00;2018/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04024;GONESSE;Périurbaine;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;12.0;12.406392749244715;µg-m3;94.0;100;94.0;R;1;48.99083;2.444722
2018/01/01 00:00:00;2018/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;13.0;13.341056198154002;µg-m3;98.0;100;98.0;R;1;48.775897;2.375788
2018/01/01 00:00:00;2018/12/31 23:59:59;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04048;Zone Rurale Nord;Rurale régionale;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;10.0;10.38442276040441;µg-m3;97.0;100;97.0;R;1;49.100277;2.343889
2018/01/01 00:00:00;2018/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Moy. annuelle;18.0;17.574597661224985;µg-m3;99.0;100;99.0;R;1;48.925278;2.356667
2018/01/01 00:00:00;2018/12/31 23:59:59;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04066;Zone rurale Sud;Rurale régionale;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;8.0;8.376194398682035;µg-m3;97.0;100;97.0;R;1;48.364166;2.236944
2018/01/01 00:00:00;2018/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04122;RN6-MELUN;Périurbaine;PM2.5;Trafic;Oui;mesures fixes;Moy. annuelle;14.0;14.116799630015057;µg-m3;99.0;100;99.0;R;1;48.528057;2.653611
2018/01/01 00:00:00;2018/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04143;PARIS Centre;Urbaine;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;14.0;14.4479382686279;µg-m3;95.0;100;95.0;R;1;48.859001;2.351
2018/01/01 00:00:00;2018/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04156;BOBIGNY;Urbaine;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;11.0;11.078453947368393;µg-m3;97.0;100;97.0;R;1;48.902504;2.4525
2018/01/01 00:00:00;2018/12/31 23:59:59;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04181;RAMBOUILLET;Périurbaine;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;11.0;11.067348203221787;µg-m3;93.0;99;92.0;R;1;48.63373;1.830529
2018/01/01 00:00:00;2018/12/31 23:59:59;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04328;Zone Rurale SE;Rurale régionale;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;8.0;7.736189362945674;µg-m3;98.0;100;98.0;R;1;48.3547;2.6453
2018/01/01 00:00:00;2018/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04329;Bld peripherique Est;Urbaine;PM2.5;Trafic;Oui;mesures fixes;Moy. annuelle;16.0;16.206313455479066;µg-m3;98.0;100;98.0;R;1;48.838615;2.412781
2018/01/01 00:00:00;2018/12/31 23:59:59;ATMO NORMANDIE;FR28ZRE01;ZR NORMANDIE;FR05087;Maison Parc Brotonne;Rurale régionale;PM2.5;Fond;Oui;mesures fixes;Moy. annuelle;10.0;9.58649678494883;µg-m3;96.0;99;96.0;R;1;49.498295;0.758833
