Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO GRAND EST;FR44ZAG02;ZAG METZ;FR01011;Metz-Centre;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;19.0;18.757262505736602;µg-m3;99.0;100.0;99.0;R;1;49.119442;6.180833
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO GRAND EST;FR44ZAG02;ZAG METZ;FR01012;Metz-Borny;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;17.0;17.416015162283806;µg-m3;96.0;100.0;96.0;R;1;49.110283;6.223336
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO GRAND EST;FR44ZRE01;ZR GRAND-EST;FR01016;Atton;Rurale près des villes;NO2;Industrielle;Oui;mesures fixes;Moy. annuelle;16.0;15.969884399952287;µg-m3;96.0;100.0;96.0;R;1;48.886387;6.093611
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO GRAND EST;FR44ZAG02;ZAG METZ;FR01018;Scy-Chazelles;Périurbaine;NO2;Fond;Oui;mesures indicatives;Moy. annuelle;13.0;12.88926182809017;µg-m3;;;;R;1;49.107502;6.122775
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO GRAND EST;FR44ZAG02;ZAG METZ;FR01019;Thionville-Piscine;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;17.0;16.857790133680368;µg-m3;97.0;99.0;96.0;R;1;49.36861;6.160831
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO GRAND EST;FR44ZAG02;ZAG METZ;FR01020;Thionville-Centre;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;21.0;20.611741538461576;µg-m3;96.0;97.0;93.0;R;1;49.358337;6.156942
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO GRAND EST;FR44ZAG02;ZAG METZ;FR01021;Thionville-Garche;Périurbaine;NO2;Fond;Oui;mesures indicatives;Moy. annuelle;12.0;12.497243660418972;µg-m3;;;;R;1;49.394444;6.201392
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO GRAND EST;FR44ZAG02;ZAG METZ;FR01022;St-Julien-lès-Metz;Urbaine;NO2;Industrielle;Oui;mesures fixes;Moy. annuelle;13.0;13.005477676993772;µg-m3;97.0;100.0;97.0;R;1;49.131115;6.207225
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO GRAND EST;FR44ZAG02;ZAG METZ;FR01059;HAYANGE-MARSPICH;Périurbaine;NO2;Industrielle;Oui;mesures indicatives;Moy. annuelle;18.0;18.121047310958335;µg-m3;;;;N;-1;49.3374;6.08207
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO GRAND EST;FR44ZRE01;ZR GRAND-EST;FR01060;Malroy;Rurale près des villes;NO2;Fond;Oui;mesures fixes;Moy. annuelle;17.0;16.556515927823604;µg-m3;97.0;53.0;51.0;N;-1;49.16885;6.212669
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO GRAND EST;FR44ZAG02;ZAG METZ;FR01064;Metz- Pont Grilles;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. annuelle;29.0;28.550431134933635;µg-m3;98.0;100.0;98.0;R;1;49.12508;6.181219
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO GRAND EST;FR44ZRE01;ZR GRAND-EST;FR01065;Belleville sur Meuse;Urbaine;NO2;Trafic;Oui;mesures indicatives;Moy. annuelle;20.0;19.932536071753557;µg-m3;;;;R;1;49.16778;5.387461
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR02005;Martigues l'Ile;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;16.0;15.750291285221753;µg-m3;97.0;99.0;96.0;R;1;43.405297;5.051636
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR02013;Fos Les Carabins;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;12.0;11.545941638057874;µg-m3;97.0;96.0;93.0;R;1;43.458927;4.934572
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR02019;Vitrolles;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;15.0;15.372743595882298;µg-m3;96.0;99.0;95.0;R;1;43.44603;5.254136
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZRE01;ZR PROVENCE-ALPES-COTE D’AZUR;FR02022;Arles;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;18.0;18.074647887323977;µg-m3;99.0;99.0;97.0;R;1;43.675114;4.62921
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR02041;SALON;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;15.0;15.303994506123377;µg-m3;100.0;100.0;100.0;R;1;43.639002;5.101097
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR02043;Marignane;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;23.0;22.917294298193948;µg-m3;97.0;100.0;97.0;R;1;43.4165306;5.222281
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03006;MARSEILLE RABATAU;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. annuelle;45.0;44.94172091371744;µg-m3;96.0;100.0;96.0;R;1;43.276451;5.39736
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03014;MARSEILLE ST LOUIS;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;33.0;32.78594182825484;µg-m3;99.0;100.0;99.0;R;1;43.348048;5.360119
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03021;AIX ROY RENE;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. annuelle;39.0;39.21122815140639;µg-m3;99.0;99.0;99.0;R;1;43.524075;5.448164
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03029;AIX CENTRE ECOLE ART;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;23.0;22.56148413984721;µg-m3;99.0;99.0;99.0;R;1;43.530285;5.440912
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03030;GARDANNE;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;22.0;22.498353672576577;µg-m3;99.0;100.0;99.0;R;1;43.453584;5.466672
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03032;AUBAGNE LES PASSONS;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;17.0;17.00491406159877;µg-m3;99.0;100.0;99.0;R;1;43.293138;5.574184
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG01;ZAG MARSEILLE-AIX;FR03043;MARSEILLE 5 AVENUES;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;26.0;26.066291866028777;µg-m3;96.0;99.0;95.0;R;1;43.305287;5.394716
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03060;LA SEYNE GENOUD;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;18.0;17.682243857209013;µg-m3;99.0;99.0;98.0;R;1;43.101565;5.875404
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03068;TOULON FOCH;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. annuelle;38.0;38.12167832167846;µg-m3;98.0;98.0;96.0;R;1;43.126821;5.921605
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAR01;ZAR FREJUS-DRAGUIGNAN;FR03070;ESTEREL;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;10.0;9.697339482085885;µg-m3;97.0;100.0;97.0;R;1;43.437874;6.76839
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03071;TOULON CLARET;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;22.0;22.48752577319589;µg-m3;100.0;100.0;100.0;R;1;43.131113;5.924184
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG04;ZAG AVIGNON;FR03080;AVIGNON   MAIRIE;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;16.0;15.870687478480393;µg-m3;99.0;100.0;99.0;R;1;43.949673;4.804341
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG04;ZAG AVIGNON;FR03084;LE PONTET;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;17.0;16.521383358269066;µg-m3;99.0;100.0;99.0;R;1;43.960144;4.856731
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO SUD;FR93ZAG04;ZAG AVIGNON;FR03087;Avignon Semard;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. annuelle;24.0;24.43363517216722;µg-m3;97.0;99.0;96.0;R;1;43.93706;4.824909
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04002;GENNEVILLIERS;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;28.0;28.29942021983336;µg-m3;95.0;100.0;95.0;R;1;48.930319;2.29435
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04004;PARIS 18eme;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;34.0;34.16956316966925;µg-m3;97.0;100.0;97.0;R;1;48.891666;2.346667
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04014;PARIS 12eme;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;32.0;31.83144009216603;µg-m3;99.0;100.0;99.0;R;1;48.837223;2.3939
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04017;NEUILLY-SUR-SEINE;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;33.0;33.477584994138425;µg-m3;97.0;100.0;97.0;R;1;48.88139;2.278056
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04018;AUBERVILLIERS;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;30.0;29.95752886836023;µg-m3;99.0;100.0;99.0;R;1;48.9039;2.3847
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04024;GONESSE;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;23.0;23.0269208748425;µg-m3;100.0;100.0;100.0;R;1;48.99083;2.444722
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;20.0;20.125827280064605;µg-m3;99.0;100.0;99.0;R;1;48.799168;2.130556
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. annuelle;40.0;40.48331810468597;µg-m3;87.0;100.0;87.0;R;1;48.868772;2.311231
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04034;VITRY-SUR-SEINE;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;28.0;28.237299717247943;µg-m3;97.0;100.0;97.0;R;1;48.775897;2.375788
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04037;PARIS 13eme;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;28.0;28.45663809082477;µg-m3;99.0;100.0;99.0;R;1;48.82861;2.360278
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZRE01;ZR ILE-DE-FRANCE;FR04038;Zone Rurale SO;Rurale régionale;NO2;Fond;Oui;mesures fixes;Moy. annuelle;8.0;7.840726087968382;µg-m3;98.0;100.0;98.0;R;1;48.581944;1.883333
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04051;ARGENTEUIL;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;25.0;24.89508196721304;µg-m3;95.0;100.0;95.0;R;1;48.95139;2.223611
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04055;PARIS 1er Les Halles;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;32.0;31.818264014466525;µg-m3;79.0;24.0;19.0;N;-1;48.86212;2.344616
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04058;Auto A1 -Saint-Denis;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. annuelle;73.0;73.33488805970174;µg-m3;98.0;100.0;98.0;R;1;48.925278;2.356667
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04059;SAINT-DENIS;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;29.0;28.52441638875657;µg-m3;96.0;100.0;96.0;R;1;48.93722;2.361667
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04060;PARIS 7eme;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;28.0;27.609182297413287;µg-m3;93.0;100.0;93.0;R;1;48.8572;2.2933
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04063;MANTES-LA-JOLIE;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;19.0;19.093873399545295;µg-m3;95.0;100.0;95.0;R;1;48.9964;1.7033
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04069;MELUN;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;18.0;18.498839076201087;µg-m3;92.0;100.0;92.0;R;1;48.54139;2.661389
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04071;Rue Bonaparte;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. annuelle;45.0;45.238308335382335;µg-m3;93.0;100.0;93.0;R;1;48.856388;2.335278
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04098;LOGNES;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;23.0;22.97940312536713;µg-m3;97.0;100.0;97.0;R;1;48.84028;2.635278
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04100;VILLEMOMBLE;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;28.0;28.034687970360082;µg-m3;99.0;100.0;99.0;R;1;48.881947;2.507222
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04101;CHAMPIGNY-SUR-MARNE;Urbaine;NO2;Fond;Oui;mesures fixes;Moy. annuelle;26.0;26.330856736580227;µg-m3;96.0;100.0;96.0;R;1;48.816387;2.5175
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04118;Place de l'Opéra;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. annuelle;60.0;59.739570179699136;µg-m3;98.0;96.0;94.0;R;1;48.870274;2.3325
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04122;RN6-MELUN;Périurbaine;NO2;Trafic;Oui;mesures fixes;Moy. annuelle;39.0;39.0053538000749;µg-m3;91.0;100.0;91.0;R;1;48.528057;2.653611
2019/01/01 00:00:00;2019/12/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04123;RN2-PANTIN;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. annuelle;51.0;51.4220176048183;µg-m3;99.0;100.0;99.0;R;1;48.90222;2.390833
